"Cód. Evidência","Evidência","Cód. Tecnologia","Tipo de Tecnologia","Cód. Ciclo","Ciclo"
11152,"1522946798-Visão do episódio.pdf",176,"Digital",1,"Ciclo 1"
11153,"1522950325-Áudio no episódio.pdf",176,"Digital",1,"Ciclo 1"
11155,"1522946885-Visão do episódio.pdf",176,"Digital",1,"Ciclo 1"
11156,"1522867944-Informação da Tecnologia Matific.pdf",176,"Digital",1,"Ciclo 1"
11157,"1522950466-Áudio no episódio.pdf",176,"Digital",1,"Ciclo 1"
11158,"1522862970-Estudo Western Sidney University - PDF.pdf",176,"Digital",1,"Ciclo 1"
11159,"1522860727-Estudo Western Sidney University - PDF.pdf",176,"Digital",1,"Ciclo 1"
11160,"1522866733-Cópia de Resultados EE Henrique Dumont Villares.pdf",176,"Digital",1,"Ciclo 1"
11161,"1522876019-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11162,"1522872547-Informação da Tecnologia Matific.pdf",176,"Digital",1,"Ciclo 1"
11163,"1522951637-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11166,"1522955140-COmo tratamos o erro.pdf",176,"Digital",1,"Ciclo 1"
11167,"1522852130-Escolas particulraes em uso - Matific.pdf",176,"Digital",1,"Ciclo 1"
11168,"1522957973-Tipos variados de atividades.pdf",176,"Digital",1,"Ciclo 1"
11169,"1522947079-Áudio no episódio.pdf",176,"Digital",1,"Ciclo 1"
11170,"1522876654-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11172,"1522956521-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11173,"1522875492-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11174,"1522871975-Informação da Tecnologia Matific.pdf",176,"Digital",1,"Ciclo 1"
11176,"1522880365-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11177,"1522878430-Pàgina de recursos - Matific.pdf",176,"Digital",1,"Ciclo 1"
11178,"1522957630-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11180,"1522878134-Plano de aula da Matific - Razões e Tabelas - 5 ano.pdf",176,"Digital",1,"Ciclo 1"
11181,"1522864344-Integração Google e Microsoft.pdf",176,"Digital",1,"Ciclo 1"
11182,"1522868462-Informação da Tecnologia Matific.pdf",176,"Digital",1,"Ciclo 1"
11183,"1522874340-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11186,"1522877424-Estudo Western Sidney University - PDF.pdf",176,"Digital",1,"Ciclo 1"
11188,"1522873573-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11189,"1522947390-COmo tratamos o erro.pdf",176,"Digital",1,"Ciclo 1"
11190,"1522947498-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11194,"1522871571-Suporte.pdf",176,"Digital",1,"Ciclo 1"
11195,"1522864770-Exportar relatórios - Matific.pdf",176,"Digital",1,"Ciclo 1"
11196,"1522875837-Estudo Western Sidney University - PDF.pdf",176,"Digital",1,"Ciclo 1"
11197,"1522871880-Informação da Tecnologia Matific.pdf",176,"Digital",1,"Ciclo 1"
11198,"1522872821-Informação da Tecnologia Matific.pdf",176,"Digital",1,"Ciclo 1"
11199,"1522870056-Atribuição atividades e visão de aluno.pdf",176,"Digital",1,"Ciclo 1"
11201,"1522947686-Pàgina de recursos - Matific.pdf",176,"Digital",1,"Ciclo 1"
11202,"1522876480-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11203,"1522880302-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11206,"1522874930-Atividades bônus.pdf",176,"Digital",1,"Ciclo 1"
11208,"1522852389-Associate Professor Catherine Attard - cv.pdf",176,"Digital",1,"Ciclo 1"
11209,"1522872982-Estudo Western Sidney University - PDF.pdf",176,"Digital",1,"Ciclo 1"
11210,"1522950893-Ambientes variados - gestor professor aluno.pdf",176,"Digital",1,"Ciclo 1"
11211,"1522878259-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11212,"1522871750-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11214,"1522874442-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11215,"1522957139-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11216,"1522878390-Relatórios de uso - alunos.pdf",176,"Digital",1,"Ciclo 1"
11218,"1522947812-COmo tratamos o erro.pdf",176,"Digital",1,"Ciclo 1"
11220,"1522874693-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11222,"1522875761-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11223,"1522950044-COmo tratamos o erro.pdf",176,"Digital",1,"Ciclo 1"
11225,"1522878288-Pàgina de recursos - Matific.pdf",176,"Digital",1,"Ciclo 1"
11226,"1522873350-Fundadores Matific.pdf",176,"Digital",1,"Ciclo 1"
11227,"1522871667-Informação da Tecnologia Matific.pdf",176,"Digital",1,"Ciclo 1"
11228,"1522948654-Atribuição atividades e visão de aluno.pdf",176,"Digital",1,"Ciclo 1"
11229,"1522948469-Estudo de caso com alunos necessidades especiais.pdf",176,"Digital",1,"Ciclo 1"
11230,"1522875678-Informação da Tecnologia Matific.pdf",176,"Digital",1,"Ciclo 1"
11232,"1522870486-Relatórios de uso - alunos.pdf",176,"Digital",1,"Ciclo 1"
11233,"1522957271-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11234,"1522867865-Informação da Tecnologia Matific.pdf",176,"Digital",1,"Ciclo 1"
11236,"1522876908-Estudo Western Sidney University - PDF.pdf",176,"Digital",1,"Ciclo 1"
11237,"1522946157-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11239,"1522946242-Atribuição atividades e visão de aluno.pdf",176,"Digital",1,"Ciclo 1"
11240,"1522872099-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11242,"1522950210-Atribuição atividades e visão de aluno.pdf",176,"Digital",1,"Ciclo 1"
11245,"1522948256-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11246,"1522851051-Escolas particulraes em uso - Matific.pdf",176,"Digital",1,"Ciclo 1"
11247,"1522875032-Pàgina de recursos - Matific.pdf",176,"Digital",1,"Ciclo 1"
11248,"1522956553-Tutorial aluno - mão amarela.pdf",176,"Digital",1,"Ciclo 1"
11249,"1522958253-Informação da Tecnologia Matific.pdf",176,"Digital",1,"Ciclo 1"
11250,"1522861040-Taxa de reutilização - escolas - 2016.csv.pdf",176,"Digital",1,"Ciclo 1"
11251,"1522878346-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11252,"1522876334-Estudo Independente Szold Institute - Israel.pdf",176,"Digital",1,"Ciclo 1"
11254,"1522862077-BNCC - Mapeamento Matific.pdf",176,"Digital",1,"Ciclo 1"
11255,"1522957443-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11256,"1522954738-Links de acesso.pdf",176,"Digital",1,"Ciclo 1"
11257,"1522876574-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11258,"1522868993-Informação da Tecnologia Matific.pdf",176,"Digital",1,"Ciclo 1"
11260,"1522871150-TECNOLOGIA, PRIVACIDADE E SEGURANÇA (1).pdf",176,"Digital",1,"Ciclo 1"
11261,"1522955300-COmo tratamos o erro.pdf",176,"Digital",1,"Ciclo 1"
11264,"1522862445-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11265,"1522957332-Estudo de caso com alunos necessidades especiais.pdf",176,"Digital",1,"Ciclo 1"
11268,"1522875386-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11269,"1522949044-Estudo Szold Institute.pdf",176,"Digital",1,"Ciclo 1"
11271,"1522956747-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11272,"1522871369-Atribuição atividades e visão de aluno.pdf",176,"Digital",1,"Ciclo 1"
11274,"1522875272-Navegação por currículos variados.pdf",176,"Digital",1,"Ciclo 1"
11275,"1522949068-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11276,"1522870219-Atribuição atividades e visão de aluno.pdf",176,"Digital",1,"Ciclo 1"
11277,"1522873998-Relatórios de uso - Gerente de Rede.pdf",176,"Digital",1,"Ciclo 1"
11278,"1522867768-Informação da Tecnologia Matific.pdf",176,"Digital",1,"Ciclo 1"
11279,"1522957555-COmo tratamos o erro.pdf",176,"Digital",1,"Ciclo 1"
11281,"1522956680-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11282,"1522877748-Pàgina de recursos - Matific.pdf",176,"Digital",1,"Ciclo 1"
11283,"1522952374-Interação com teclado.pdf",176,"Digital",1,"Ciclo 1"
11285,"1522949249-Estudo de caso com alunos necessidades especiais.pdf",176,"Digital",1,"Ciclo 1"
11286,"1522878009-Pàgina de recursos - Matific.pdf",176,"Digital",1,"Ciclo 1"
11287,"1522949387-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11288,"1522851931-NÚMERO DE ALUNOS - ESCOLAS PÚBLICAS.pdf",176,"Digital",1,"Ciclo 1"
11291,"1522852161-Municípios usando Matific.pdf",176,"Digital",1,"Ciclo 1"
11293,"1522949481-Estudo de caso com alunos necessidades especiais.pdf",176,"Digital",1,"Ciclo 1"
11295,"1522956661-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11298,"1522874064-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11299,"1522958082-Plano de aula da Matific - Razões e Tabelas - 5 ano.pdf",176,"Digital",1,"Ciclo 1"
11301,"1522868404-Estudo Western Sidney University.pdf",176,"Digital",1,"Ciclo 1"
11302,"1522955013-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11303,"1522950578-Visão do episódio.pdf",176,"Digital",1,"Ciclo 1"
11304,"1522876729-Relatórios de uso - alunos.pdf",176,"Digital",1,"Ciclo 1"
11305,"1522869634-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11306,"1522872679-Informação da Tecnologia Matific.pdf",176,"Digital",1,"Ciclo 1"
11308,"1522957484-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11309,"1522957079-Interações sonoras.pdf",176,"Digital",1,"Ciclo 1"
11310,"1522877553-Relatórios de uso - alunos.pdf",176,"Digital",1,"Ciclo 1"
11312,"1522951517-Sequência episódio - audio texto imagem.pdf",176,"Digital",1,"Ciclo 1"
11315,"1522877632-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11316,"1522851020-ESCOLAS PÚBLICAS USANDO MATIFIC.pdf",176,"Digital",1,"Ciclo 1"
11318,"1522863927-Pàgina de recursos - Matific.pdf",176,"Digital",1,"Ciclo 1"
11319,"1522949854-Áudio no episódio.pdf",176,"Digital",1,"Ciclo 1"
11320,"1522949952-Estudo de caso com alunos necessidades especiais.pdf",176,"Digital",1,"Ciclo 1"
11322,"1522877874-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11323,"1522955172-COmo tratamos o erro.pdf",176,"Digital",1,"Ciclo 1"
11324,"1522864439-Pàgina de recursos - Matific.pdf",176,"Digital",1,"Ciclo 1"
11325,"1522957733-Atribuição atividades e visão de aluno.pdf",176,"Digital",1,"Ciclo 1"
11326,"1522863160-Estudo Western Sidney University - PDF.pdf",176,"Digital",1,"Ciclo 1"
11327,"1522874129-BNCC - Mapeamento Matific.pdf",176,"Digital",1,"Ciclo 1"
11328,"1522870833-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11329,"1522876823-Relatórios de uso - alunos.pdf",176,"Digital",1,"Ciclo 1"
11330,"1522958354-Informação da Tecnologia Matific.pdf",176,"Digital",1,"Ciclo 1"
11331,"1522958472-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11333,"1522876512-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11334,"1522860701-Estudo Western Sidney University - PDF.pdf",176,"Digital",1,"Ciclo 1"
11335,"1522956852-Tutorial aluno - mão amarela.pdf",176,"Digital",1,"Ciclo 1"
11337,"1522880189-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11338,"1522880014-Estudo Western Sidney University - PDF.pdf",176,"Digital",1,"Ciclo 1"
11340,"1522879867-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11341,"1522880229-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11342,"1522879896-BNCC - Mapeamento Matific.pdf",176,"Digital",1,"Ciclo 1"
11343,"1522878974-Relatórios de uso - Gerente de Rede.pdf",176,"Digital",1,"Ciclo 1"
11344,"1522878765-Relatórios de uso - Gerente de Rede.pdf",176,"Digital",1,"Ciclo 1"
11345,"1522879733-Relatórios de uso - alunos.pdf",176,"Digital",1,"Ciclo 1"
11346,"1522878875-Relatórios de uso - Gerente de Rede.pdf",176,"Digital",1,"Ciclo 1"
11347,"1522878685-Informação da Tecnologia Matific.pdf",176,"Digital",1,"Ciclo 1"
11348,"1522878994-Relatórios de uso - Gerente de Rede.pdf",176,"Digital",1,"Ciclo 1"
11349,"1522879106-Relatório por habilidade.pdf",176,"Digital",1,"Ciclo 1"
11350,"1522878571-Pedagogia Matific.pdf",176,"Digital",1,"Ciclo 1"
11351,"1522879626-BNCC - Mapeamento Matific.pdf",176,"Digital",1,"Ciclo 1"
11353,"1522879615-OFICIAL - Resultados EE Henrique Dumont Villares.pdf",176,"Digital",1,"Ciclo 1"
11354,"1522879242-Relatório individualizado.docx.pdf",176,"Digital",1,"Ciclo 1"
11355,"1522880410-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11356,"1522880590-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11360,"1522880637-A Abordagem Matific à Pedagogia e ao Engajamento.pdf",176,"Digital",1,"Ciclo 1"
11365,"1522880531-BNCC Ed Infantil.pdf",176,"Digital",1,"Ciclo 1"
13945,"1525374199-Procuração Gráfica.pdf",284,"Digital",1,"Ciclo 1"
13949,"1525373885-Procuração Gráfica.pdf",284,"Digital",1,"Ciclo 1"
13954,"1525373948-Procuração Gráfica.pdf",284,"Digital",1,"Ciclo 1"
13973,"1525374379-Procuração Gráfica.pdf",284,"Digital",1,"Ciclo 1"
13976,"1525373739-Procuração Gráfica.pdf",284,"Digital",1,"Ciclo 1"
13977,"1525374184-Procuração Gráfica.pdf",284,"Digital",1,"Ciclo 1"
13988,"1525374422-Procuração Gráfica.pdf",284,"Digital",1,"Ciclo 1"
14000,"1525374263-Procuração Gráfica.pdf",284,"Digital",1,"Ciclo 1"
14005,"1525374238-Procuração Gráfica.pdf",284,"Digital",1,"Ciclo 1"
14061,"1525374401-Procuração Gráfica.pdf",284,"Digital",1,"Ciclo 1"
14076,"1525374308-Procuração Gráfica.pdf",284,"Digital",1,"Ciclo 1"
14100,"1525374287-Procuração Gráfica.pdf",284,"Digital",1,"Ciclo 1"
14107,"1525374327-Procuração Gráfica.pdf",284,"Digital",1,"Ciclo 1"
15313,"1525378654-descrição das etapas de cada habilidade do 3º e 4º ano do Ensino Fundamental-final (3) (1) (1).pdf",325,"Digital",1,"Ciclo 1"
15318,"1524488613-Telas Extraídas do Manual do Professor.pdf",325,"Digital",1,"Ciclo 1"
15322,"1525357113-1524052927-Matriz_Consolidada-final (2).pdf",325,"Digital",1,"Ciclo 1"
15324,"1525362215-descrição das etapas de cada habilidade do 3º e 4º ano do Ensino Fundamental-final (3).pdf",325,"Digital",1,"Ciclo 1"
15326,"1524486424-Histórico_Projeto_DICA_Marcos.pdf",325,"Digital",1,"Ciclo 1"
15329,"1525793182-DEMONSTRATIVO DICA 2.pdf",325,"Digital",1,"Ciclo 1"
15332,"1524511507-Escopo e premissas para evolução..pdf",325,"Digital",1,"Ciclo 1"
15336,"1524506174-Escopo e premissas para evolução..pdf",325,"Digital",1,"Ciclo 1"
15348,"1524488891-Escopo e premissas para evolução..pdf",325,"Digital",1,"Ciclo 1"
15354,"1524487130-Histórico_Projeto_DICA_Marcos.pdf",325,"Digital",1,"Ciclo 1"
15355,"1524516779-Documento completo DICA_5.pdf",325,"Digital",1,"Ciclo 1"
15362,"1524519042-Documento completo DICA_5.pdf",325,"Digital",1,"Ciclo 1"
15364,"1525792723-DEMONSTRATIVO DICA 2.pdf",325,"Digital",1,"Ciclo 1"
15365,"1524517168-Documento completo DICA_5.pdf",325,"Digital",1,"Ciclo 1"
15370,"1524518743-Documento completo DICA_5.pdf",325,"Digital",1,"Ciclo 1"
15372,"1524578462-Telas de evidencias dos ambientes do aluno e do professor.pdf",325,"Digital",1,"Ciclo 1"
15373,"1525378358-1524052927-Matriz_Consolidada-final (2).pdf",325,"Digital",1,"Ciclo 1"
15375,"1525801627-DOCUMENTO DE VISÃO 18.pdf",325,"Digital",1,"Ciclo 1"
15376,"1525379372-1524052927-Matriz_Consolidada-final (2).pdf",325,"Digital",1,"Ciclo 1"
15378,"1525357048-Prof. M.Sc. JOSÉ GERALDO CAMPOS TRINDADE.pdf",325,"Digital",1,"Ciclo 1"
15380,"1524511389-Telas Extraídas do Manual do Professor.pdf",325,"Digital",1,"Ciclo 1"
15382,"1524517487-Escopo e premissas para evolução..pdf",325,"Digital",1,"Ciclo 1"
15383,"1525363139-IMAGEM DICA.pdf",325,"Digital",1,"Ciclo 1"
15386,"1525357423-1524052927-Matriz_Consolidada-final (2).pdf",325,"Digital",1,"Ciclo 1"
15390,"1524052927-Matriz_Consolidada-final.pdf",325,"Digital",1,"Ciclo 1"
15393,"1525707093-descrição das etapas de cada habilidade do 3º e 4º ano do Ensino Fundamental-final (3) (1) (1).pdf",325,"Digital",1,"Ciclo 1"
15395,"1525792741-DEMONSTRATIVO DICA 2.pdf",325,"Digital",1,"Ciclo 1"
15398,"1525358521-1524052927-Matriz_Consolidada-final (2).pdf",325,"Digital",1,"Ciclo 1"
15401,"1525379973-1524052927-Matriz_Consolidada-final (2).pdf",325,"Digital",1,"Ciclo 1"
15404,"1525377824-Documento de Visão_Projeto DICA .pdf",325,"Digital",1,"Ciclo 1"
15409,"1525379249-MANUAL DO PROFESSOR REDUZIDO.pdf",325,"Digital",1,"Ciclo 1"
15410,"1525287082-relatório de experimentação do jogo 4º ano do Ensino Fundamental.pdf",325,"Digital",1,"Ciclo 1"
15415,"1525374243-Relatório para o Labvic (4).pdf",325,"Digital",1,"Ciclo 1"
15417,"1524510587-Escopo e premissas para evolução..pdf",325,"Digital",1,"Ciclo 1"
15422,"1525359775-1524052927-Matriz_Consolidada-final (2).pdf",325,"Digital",1,"Ciclo 1"
15424,"1524518679-Documento completo DICA_5.pdf",325,"Digital",1,"Ciclo 1"
15428,"1524517806-Documento completo DICA_5.pdf",325,"Digital",1,"Ciclo 1"
15429,"1525374765-1524052927-Matriz_Consolidada-final (2).pdf",325,"Digital",1,"Ciclo 1"
15431,"1525372550-Documento completo DICA VERSÃO FINAL PREFEITURA AGUAS LINDAS (4) (1).pdf",325,"Digital",1,"Ciclo 1"
15432,"1525706381-relatório de experimentação do jogo 4º ano do Ensino Fundamental.pdf",325,"Digital",1,"Ciclo 1"
15436,"1524516290-Documento completo DICA_5.pdf",325,"Digital",1,"Ciclo 1"
15439,"1525802662-Matriz_Consolidada-final.pdf",325,"Digital",1,"Ciclo 1"
15447,"1525373708-Problemas para o 3º ano do Ensino Fundamental.pdf",325,"Digital",1,"Ciclo 1"
15448,"1524447356-Evidencia da segregação dos ambientes.pdf",325,"Digital",1,"Ciclo 1"
15452,"1525800829-DOCUMENTO DE VISÃO 18.pdf",325,"Digital",1,"Ciclo 1"
15458,"1525360681-descrição das etapas de cada habilidade do 3º e 4º ano do Ensino Fundamental-final (3) (1).pdf",325,"Digital",1,"Ciclo 1"
15459,"1525375678-MANUAL DO PROFESSOR REDUZIDO.pdf",325,"Digital",1,"Ciclo 1"
15460,"1525374958-1524052927-Matriz_Consolidada-final (2).pdf",325,"Digital",1,"Ciclo 1"
15461,"1525374626-Documento de Visão_Projeto DICA .pdf",325,"Digital",1,"Ciclo 1"
15462,"1524515924-Telas Extraídas do Manual do Professor.pdf",325,"Digital",1,"Ciclo 1"
15466,"1524447997-Escopo e premissas para evolução..pdf",325,"Digital",1,"Ciclo 1"
15467,"1525361449-descrição das etapas de cada habilidade do 3º e 4º ano do Ensino Fundamental-final (3).pdf",325,"Digital",1,"Ciclo 1"
15471,"1524448252-Escopo e premissas para evolução..pdf",325,"Digital",1,"Ciclo 1"
15474,"1525799136-DEMONSTRATIVO DICA 2.pdf",325,"Digital",1,"Ciclo 1"
15476,"1525706230-Matriz_Consolidada-final.pdf",325,"Digital",1,"Ciclo 1"
15481,"1524518425-Documento completo DICA_5.pdf",325,"Digital",1,"Ciclo 1"
15483,"1524518468-Documento completo DICA_5.pdf",325,"Digital",1,"Ciclo 1"
15485,"1525707690-Relatório para o Labvic (4).pdf",325,"Digital",1,"Ciclo 1"
15489,"1525704237-Matriz_Consolidada-final.pdf",325,"Digital",1,"Ciclo 1"
15491,"1525700800-Documento de Visão_Projeto DICA .pdf",325,"Digital",1,"Ciclo 1"
15496,"1525704563-Matriz_Consolidada-final.pdf",325,"Digital",1,"Ciclo 1"
15497,"1525356745-1524052927-Matriz_Consolidada-final (2).pdf",325,"Digital",1,"Ciclo 1"
15499,"1525703218-Matriz_Consolidada-final.pdf",325,"Digital",1,"Ciclo 1"
26690,"1527629583-Documento5.2.15.pdf",627,"Digital",1,"Ciclo 1"
26695,"1527194328-Documento4.3.4.b.pdf",627,"Digital",1,"Ciclo 1"
26698,"1526432341-Documento2.3.3.pdf",627,"Digital",1,"Ciclo 1"
26700,"1526432710-Documento2.6.3.b.pdf",627,"Digital",1,"Ciclo 1"
26702,"1526432069-Documento2.1.3.b.pdf",627,"Digital",1,"Ciclo 1"
26704,"1526674431-Documento3.8.1.2.pdf",627,"Digital",1,"Ciclo 1"
26707,"1526432448-Documento2.4.2.pdf",627,"Digital",1,"Ciclo 1"
26708,"1526678937-Documento3.8.8.2.pdf",627,"Digital",1,"Ciclo 1"
26713,"1526432617-Documento2.5.3.pdf",627,"Digital",1,"Ciclo 1"
26715,"1526678659-Documento3.8.8.1.pdf",627,"Digital",1,"Ciclo 1"
26722,"1526676761-Documento3.8.3.1.pdf",627,"Digital",1,"Ciclo 1"
26728,"1526431751-Documento2.1.2.pdf",627,"Digital",1,"Ciclo 1"
26741,"1526431624-Documento2.1.1.pdf",627,"Digital",1,"Ciclo 1"
26743,"1526432181-Documento2.2.2.pdf",627,"Digital",1,"Ciclo 1"
26749,"1526431683-Documento2.1.1.b.pdf",627,"Digital",1,"Ciclo 1"
26753,"1526431882-Documento2.1.3.pdf",627,"Digital",1,"Ciclo 1"
26760,"1526676020-Documento3.8.2.4.pdf",627,"Digital",1,"Ciclo 1"
26762,"1526432394-Documento2.3.4.pdf",627,"Digital",1,"Ciclo 1"
26767,"1526432670-Documento2.6.3.pdf",627,"Digital",1,"Ciclo 1"
26769,"1526432484-Documento2.4.3.pdf",627,"Digital",1,"Ciclo 1"
26770,"1526432118-Documento2.2.1.pdf",627,"Digital",1,"Ciclo 1"
26772,"1526432579-Documento2.5.2.pdf",627,"Digital",1,"Ciclo 1"
26787,"1526432523-Documento2.5.1.pdf",627,"Digital",1,"Ciclo 1"
26794,"1526676895-Documento3.8.3.2.pdf",627,"Digital",1,"Ciclo 1"
26796,"1526432279-Documento2.3.2.pdf",627,"Digital",1,"Ciclo 1"
26797,"1527192365-Documento4.3.2.pdf",627,"Digital",1,"Ciclo 1"
26798,"1526432227-Documento2.3.1.pdf",627,"Digital",1,"Ciclo 1"
26801,"1526432745-Documento2.7.1.pdf",627,"Digital",1,"Ciclo 1"
26812,"1527193951-Documento4.3.3.c.pdf",627,"Digital",1,"Ciclo 1"
26818,"1526674053-Documento3.8.1.1.pdf",627,"Digital",1,"Ciclo 1"
26826,"1527194734-Documento4.3.5.b.pdf",627,"Digital",1,"Ciclo 1"
26828,"1526431560-Documento2.8.pdf",627,"Digital",1,"Ciclo 1"
26832,"1527193658-Documento4.3.3.b.pdf",627,"Digital",1,"Ciclo 1"
26834,"1526432791-Documento2.7.1.b.pdf",627,"Digital",1,"Ciclo 1"
26836,"1527194915-Documento4.3.5.c.pdf",627,"Digital",1,"Ciclo 1"
26842,"1526678130-Documento3.8.3.3.pdf",627,"Digital",1,"Ciclo 1"
26843,"1527194566-Documento4.3.5.pdf",627,"Digital",1,"Ciclo 1"
26848,"1527191902-Documento4.3.1.pdf",627,"Digital",1,"Ciclo 1"
26852,"1526675426-Documento3.8.1.3.pdf",627,"Digital",1,"Ciclo 1"
26854,"1527195171-Documento4.3.5.d.pdf",627,"Digital",1,"Ciclo 1"
26859,"1527194219-Documento4.3.4.pdf",627,"Digital",1,"Ciclo 1"
26862,"1527193260-Documento4.3.3.a.pdf",627,"Digital",1,"Ciclo 1"
26865,"1526675716-Documento3.8.2.1.pdf",627,"Digital",1,"Ciclo 1"
26872,"1526673813-Documento3.8.5.2.b.pdf",627,"Digital",1,"Ciclo 1"
26881,"1526673236-Documento3.8.5.2.pdf",627,"Digital",1,"Ciclo 1"
28544,"1526661067-18_lici_pregao03_Anexo_II-Modelo de Proposta.pdf",724,"Digital",1,"Ciclo 1"
28566,"1526661543-18_lici_pregao03_Anexo_II-Modelo de Proposta.pdf",724,"Digital",1,"Ciclo 1"
28573,"1526661084-18_lici_pregao03_Anexo_II-Modelo de Proposta.pdf",724,"Digital",1,"Ciclo 1"
28582,"1526661058-18_lici_pregao03_Anexo_II-Modelo de Proposta.pdf",724,"Digital",1,"Ciclo 1"
28605,"1526661516-18_lici_pregao03_Anexo_II-Modelo de Proposta.pdf",724,"Digital",1,"Ciclo 1"
28618,"1526661061-18_lici_pregao03_Anexo_II-Modelo de Proposta.pdf",724,"Digital",1,"Ciclo 1"
28629,"1526661564-18_lici_pregao03_Anexo_II-Modelo de Proposta.pdf",724,"Digital",1,"Ciclo 1"
28639,"1526661529-18_lici_pregao03_Anexo_II-Modelo de Proposta.pdf",724,"Digital",1,"Ciclo 1"
28653,"1526661553-18_lici_pregao03_Anexo_II-Modelo de Proposta.pdf",724,"Digital",1,"Ciclo 1"
28654,"1526661501-18_lici_pregao03_Anexo_II-Modelo de Proposta.pdf",724,"Digital",1,"Ciclo 1"
28660,"1526661537-18_lici_pregao03_Anexo_II-Modelo de Proposta.pdf",724,"Digital",1,"Ciclo 1"
