"Cód. Evidência","Evidência","Cód. Tecnologia","Tipo de Tecnologia","Cód. Ciclo","Ciclo"
35352,"1527276460-MANAUS.pdf",933,"Digital",1,"Ciclo 1"
35367,"1527276539-MANAUS.pdf",933,"Digital",1,"Ciclo 1"
35372,"1527276565-MANAUS.pdf",933,"Digital",1,"Ciclo 1"
35380,"1527276576-MANAUS.pdf",933,"Digital",1,"Ciclo 1"
35421,"1527275605-Jogos Digitais e apps descrição.pdf",933,"Digital",1,"Ciclo 1"
35425,"1527276586-MANAUS.pdf",933,"Digital",1,"Ciclo 1"
35455,"1527276436-MANAUS.pdf",933,"Digital",1,"Ciclo 1"
35840,"1527278951-Jogos Digitais e apps descrição.pdf",936,"Digital",1,"Ciclo 1"
35849,"1527278969-Jogos Digitais e apps descrição.pdf",936,"Digital",1,"Ciclo 1"
35855,"1527279000-Jogos Digitais e apps descrição.pdf",936,"Digital",1,"Ciclo 1"
35872,"1527279022-Jogos Digitais e apps descrição.pdf",936,"Digital",1,"Ciclo 1"
35906,"1527279010-Jogos Digitais e apps descrição.pdf",936,"Digital",1,"Ciclo 1"
35912,"1527278981-Jogos Digitais e apps descrição.pdf",936,"Digital",1,"Ciclo 1"
35918,"1527278958-Jogos Digitais e apps descrição.pdf",936,"Digital",1,"Ciclo 1"
35920,"1527278934-Jogos Digitais e apps descrição.pdf",936,"Digital",1,"Ciclo 1"
35935,"1527278795-Jogos Digitais e apps descrição.pdf",936,"Digital",1,"Ciclo 1"
35972,"1527278942-Jogos Digitais e apps descrição.pdf",936,"Digital",1,"Ciclo 1"
35985,"1527278926-Jogos Digitais e apps descrição.pdf",936,"Digital",1,"Ciclo 1"
35987,"1527278910-Jogos Digitais e apps descrição.pdf",936,"Digital",1,"Ciclo 1"
36002,"1527278816-Na cozinha de Manaus.pdf",936,"Digital",1,"Ciclo 1"
36209,"1527280445-Jogos Digitais e apps descrição.pdf",938,"Digital",1,"Ciclo 1"
36216,"1527280461-Jogos Digitais e apps descrição.pdf",938,"Digital",1,"Ciclo 1"
36230,"1527280438-Jogos Digitais e apps descrição.pdf",938,"Digital",1,"Ciclo 1"
36231,"1527280430-Jogos Digitais e apps descrição.pdf",938,"Digital",1,"Ciclo 1"
36238,"1527280487-Jogos Digitais e apps descrição.pdf",938,"Digital",1,"Ciclo 1"
36245,"1527280422-Jogos Digitais e apps descrição.pdf",938,"Digital",1,"Ciclo 1"
36255,"1527280496-Jogos Digitais e apps descrição.pdf",938,"Digital",1,"Ciclo 1"
36275,"1527280379-Jogos Digitais e apps descrição.pdf",938,"Digital",1,"Ciclo 1"
36277,"1527280412-Jogos Digitais e apps descrição.pdf",938,"Digital",1,"Ciclo 1"
36295,"1527280479-Jogos Digitais e apps descrição.pdf",938,"Digital",1,"Ciclo 1"
36301,"1527280454-Jogos Digitais e apps descrição.pdf",938,"Digital",1,"Ciclo 1"
36358,"1527280469-Jogos Digitais e apps descrição.pdf",938,"Digital",1,"Ciclo 1"
36367,"1527280396-Histórias Manauaras.pdf",938,"Digital",1,"Ciclo 1"
36744,"1527284445-evidencia_SITE_GEOGEBRA.pdf",941,"Digital",1,"Ciclo 1"
36745,"1527288608-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36746,"1527288818-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36747,"1527284397-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36748,"1527289042-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36749,"1527284277-evidencia_CASCAVEL.pdf",941,"Digital",1,"Ciclo 1"
36750,"1527284463-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36752,"1527285891-Matematica_em_rede_com_multiplano.pdf",941,"Digital",1,"Ciclo 1"
36754,"1527285224-Matematica_em_rede_com_multiplano.pdf",941,"Digital",1,"Ciclo 1"
36755,"1527291615-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36756,"1527289063-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36757,"1527285286-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36758,"1527285349-evidencia_KIT.pdf",941,"Digital",1,"Ciclo 1"
36759,"1527285608-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36760,"1527291476-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36764,"1527288071-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36766,"1527285516-Matematica_em_rede_com_multiplano.pdf",941,"Digital",1,"Ciclo 1"
36768,"1527284487-Matematica_em_rede_com_multiplano.pdf",941,"Digital",1,"Ciclo 1"
36769,"1527292007-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36770,"1527291472-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36771,"1527285361-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36776,"1527286144-Matematica_em_rede_com_multiplano.pdf",941,"Digital",1,"Ciclo 1"
36778,"1527291386-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36779,"1527285124-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36780,"1527285578-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36781,"1527286172-Matematica_em_rede_com_multiplano.pdf",941,"Digital",1,"Ciclo 1"
36782,"1527291652-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36784,"1527291484-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36785,"1527285523-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36786,"1527285083-Matematica_em_rede_com_multiplano.pdf",941,"Digital",1,"Ciclo 1"
36787,"1527284390-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36789,"1527287518-Matematica_em_rede_com_multiplano.pdf",941,"Digital",1,"Ciclo 1"
36791,"1527287949-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36792,"1527284694-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36793,"1527289097-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36795,"1527289114-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36796,"1527289123-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36798,"1527288089-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36799,"1527291409-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36800,"1527284308-evidencia_CASCAVEL.pdf",941,"Digital",1,"Ciclo 1"
36801,"1527287720-evidencia_SITE_VIDEOS.pdf",941,"Digital",1,"Ciclo 1"
36803,"1527285875-evidencia_TESE_MADRID_completa.pdf",941,"Digital",1,"Ciclo 1"
36804,"1527284626-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36805,"1527289149-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36807,"1527289236-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36809,"1527284526-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36810,"1527286167-Matematica_em_rede_com_multiplano.pdf",941,"Digital",1,"Ciclo 1"
36811,"1527291505-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36812,"1527285265-Matematica_em_rede_com_multiplano.pdf",941,"Digital",1,"Ciclo 1"
36814,"1527289247-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36815,"1527284334-evidencia_CASCAVEL.pdf",941,"Digital",1,"Ciclo 1"
36816,"1527291606-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36817,"1527289271-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36818,"1527284504-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36819,"1527289283-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36820,"1527289296-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36821,"1527289353-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36822,"1527291535-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36825,"1527285269-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36826,"1527289378-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36827,"1527289408-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36829,"1527285897-Matematica_em_rede_com_multiplano.pdf",941,"Digital",1,"Ciclo 1"
36830,"1527285342-evidencia_KIT.pdf",941,"Digital",1,"Ciclo 1"
36831,"1527286001-Matematica_em_rede_com_multiplano.pdf",941,"Digital",1,"Ciclo 1"
36833,"1527284166-evidencia_ESTATISTICAS_USO.pdf",941,"Digital",1,"Ciclo 1"
36836,"1527284590-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36837,"1527291543-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36838,"1527285205-evidencia_TESE_MADRID_completa.pdf",941,"Digital",1,"Ciclo 1"
36839,"1527289424-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36840,"1527291925-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36841,"1527291490-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36842,"1527284980-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36843,"1527287871-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36844,"1527291783-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36845,"1527284376-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36847,"1527284545-Matematica_em_rede_com_multiplano.pdf",941,"Digital",1,"Ciclo 1"
36849,"1527284253-evidencia_SITE_SBT_YOUTUBE.pdf",941,"Digital",1,"Ciclo 1"
36850,"1527284118-evidencia_ESTATISTICAS_USO.pdf",941,"Digital",1,"Ciclo 1"
36853,"1527284495-evidencia_CASCAVEL.pdf",941,"Digital",1,"Ciclo 1"
36855,"1527284432-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36857,"1527287409-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36858,"1527291461-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36860,"1527291566-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36861,"1527284193-evidencia_ESTATISTICAS_USO.pdf",941,"Digital",1,"Ciclo 1"
36862,"1527284602-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36863,"1527291989-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36865,"1527289453-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36866,"1527291964-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36867,"1527285252-Matematica_em_rede_com_multiplano.pdf",941,"Digital",1,"Ciclo 1"
36868,"1527284402-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36869,"1527289467-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36870,"1527291723-evidencia_SITE_VIDEOS.pdf",941,"Digital",1,"Ciclo 1"
36871,"1527289474-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36872,"1527285412-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36875,"1527291363-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36876,"1527285670-Matematica_em_rede_com_multiplano.pdf",941,"Digital",1,"Ciclo 1"
36877,"1527291528-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36878,"1527284414-evidencia_SITE_SBT_YOUTUBE.pdf",941,"Digital",1,"Ciclo 1"
36879,"1527285001-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36880,"1527284725-evidencia_SITE_SBT_YOUTUBE.pdf",941,"Digital",1,"Ciclo 1"
36881,"1527289494-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36882,"1527291467-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36883,"1527291418-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36884,"1527287962-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36885,"1527291792-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36886,"1527289512-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36887,"1527285254-Matematica_em_rede_com_multiplano.pdf",941,"Digital",1,"Ciclo 1"
36889,"1527289522-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36890,"1527289533-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36894,"1527284596-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36895,"1527291346-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36896,"1527285593-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36898,"1527287850-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36900,"1527291272-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36901,"1527285480-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36902,"1527285969-Matematica_em_rede_com_multiplano.pdf",941,"Digital",1,"Ciclo 1"
36903,"1527291747-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36904,"1527291351-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36907,"1527287891-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36910,"1527291512-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36911,"1527284610-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36912,"1527291292-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36913,"1527291312-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36915,"1527291626-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36917,"1527291340-evidencia_SITE_MANUAL.pdf",941,"Digital",1,"Ciclo 1"
36918,"1527285278-Matematica_em_rede_com_multiplano.pdf",941,"Digital",1,"Ciclo 1"
36919,"1527287683-evidencia_KIT.pdf",941,"Digital",1,"Ciclo 1"
36920,"1527292037-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36921,"1527285885-Matematica_em_rede_com_multiplano.pdf",941,"Digital",1,"Ciclo 1"
36922,"1527286397-Matematica_em_rede_com_multiplano.pdf",941,"Digital",1,"Ciclo 1"
36923,"1527286407-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36924,"1527286424-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36925,"1527286343-evidencia_ESTATISTICAS_USO.pdf",941,"Digital",1,"Ciclo 1"
36926,"1527286419-Matematica_em_rede_com_multiplano.pdf",941,"Digital",1,"Ciclo 1"
36927,"1527286264-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36928,"1527285063-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36930,"1527286433-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36931,"1527286439-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36932,"1527286467-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36933,"1527286452-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36934,"1527286503-evidencia_SITE_SBT_YOUTUBE.pdf",941,"Digital",1,"Ciclo 1"
36937,"1527286527-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36945,"1527286602-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36950,"1527286637-Matematica_em_rede_com_multiplano.pdf",941,"Digital",1,"Ciclo 1"
36951,"1527286590-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36952,"1527287007-evidencia_SITE_SBT_YOUTUBE.pdf",941,"Digital",1,"Ciclo 1"
36954,"1527287030-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36956,"1527287227-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36960,"1527287156-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36962,"1527286948-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36963,"1527286702-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36965,"1527286792-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36966,"1527286777-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36968,"1527286864-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36969,"1527286892-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36971,"1527287373-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36975,"1527287293-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
36976,"1527287084-evidencia_MEC_COEDE.pdf",941,"Digital",1,"Ciclo 1"
37169,"1527289581-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37173,"1527289632-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37178,"1527287946-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37181,"1527288917-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37182,"1527289980-ACESSIBILIDADE.pdf",943,"Digital",1,"Ciclo 1"
37183,"1527289433-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37185,"1527286384-Parecer Técnico - UFAM - Marisa Cavalcante.pdf",943,"Digital",1,"Ciclo 1"
37187,"1527289612-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37192,"1527286629-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37193,"1527289255-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37194,"1527287055-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37202,"1527287908-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37205,"1527289441-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37207,"1527289265-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37208,"1527290000-ACESSIBILIDADE.pdf",943,"Digital",1,"Ciclo 1"
37211,"1527288944-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37213,"1527286664-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37215,"1527286836-Relatorio_Piloto_Certi.pdf",943,"Digital",1,"Ciclo 1"
37216,"1527290005-ACESSIBILIDADE.pdf",943,"Digital",1,"Ciclo 1"
37221,"1527286960-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37222,"1527289971-ACESSIBILIDADE.pdf",943,"Digital",1,"Ciclo 1"
37233,"1527289222-Relatorio_Piloto_Certi.pdf",943,"Digital",1,"Ciclo 1"
37236,"1527287889-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37237,"1527288566-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37243,"1527289422-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37245,"1527289008-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37248,"1527287188-Parecer Técnico - UFAM - Marisa Cavalcante.pdf",943,"Digital",1,"Ciclo 1"
37256,"1527288929-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37258,"1527288905-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37260,"1527288893-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37262,"1527286415-Parecer Técnico - UFAM - Marisa Cavalcante.pdf",943,"Digital",1,"Ciclo 1"
37264,"1527289509-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37265,"1527287414-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37268,"1527286692-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37270,"1527287580-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37272,"1527290010-ACESSIBILIDADE.pdf",943,"Digital",1,"Ciclo 1"
37278,"1527290020-ACESSIBILIDADE.pdf",943,"Digital",1,"Ciclo 1"
37285,"1527288956-Relatorio_Piloto_Certi.pdf",943,"Digital",1,"Ciclo 1"
37288,"1527287750-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37292,"1527289539-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37298,"1527286319-Relatorio_Piloto_Certi.pdf",943,"Digital",1,"Ciclo 1"
37301,"1527288495-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37302,"1527288579-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37303,"1527289995-ACESSIBILIDADE.pdf",943,"Digital",1,"Ciclo 1"
37305,"1527289371-Relatorio_Piloto_Certi.pdf",943,"Digital",1,"Ciclo 1"
37307,"1527289703-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37308,"1527289990-ACESSIBILIDADE.pdf",943,"Digital",1,"Ciclo 1"
37313,"1527290015-ACESSIBILIDADE.pdf",943,"Digital",1,"Ciclo 1"
37314,"1527289064-Relatorio_Piloto_Certi.pdf",943,"Digital",1,"Ciclo 1"
37315,"1527288423-Atestado_Revisão_Textual.pdf",943,"Digital",1,"Ciclo 1"
37321,"1527287641-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37323,"1527289565-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37324,"1527288733-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37326,"1527289328-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37327,"1527286601-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37330,"1527287831-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37332,"1527286355-Relatorio_Piloto_Certi.pdf",943,"Digital",1,"Ciclo 1"
37334,"1527287093-Relatorio_Piloto_Certi.pdf",943,"Digital",1,"Ciclo 1"
37335,"1527289014-Relatorio_Piloto_Certi.pdf",943,"Digital",1,"Ciclo 1"
37336,"1527288777-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37337,"1527289976-ACESSIBILIDADE.pdf",943,"Digital",1,"Ciclo 1"
37338,"1527288750-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37340,"1527289482-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37341,"1527288587-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37342,"1527287922-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37343,"1527289984-ACESSIBILIDADE.pdf",943,"Digital",1,"Ciclo 1"
37344,"1527289386-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37345,"1527289523-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37346,"1527288142-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37347,"1527288193-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37348,"1527288155-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37349,"1527288175-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37350,"1527288184-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37351,"1527288167-guia_orientacoes_didaticas.pdf",943,"Digital",1,"Ciclo 1"
37352,"1527288236-Relatorio_Piloto_Certi.pdf",943,"Digital",1,"Ciclo 1"
40312,"1528401778-_A_Sistema de apoio.pdf",1008,"Digital",1,"Ciclo 1"
40319,"1528401809-_A_Sistema de apoio.pdf",1008,"Digital",1,"Ciclo 1"
40325,"1528401733-_A_Sistema de apoio.pdf",1008,"Digital",1,"Ciclo 1"
40329,"1528401823-_A_Sistema de apoio.pdf",1008,"Digital",1,"Ciclo 1"
40330,"1528401062-_A_Sistema de apoio.pdf",1008,"Digital",1,"Ciclo 1"
40334,"1528401098-_A_Sistema de apoio.pdf",1008,"Digital",1,"Ciclo 1"
40337,"1528401115-_A_Sistema de apoio.pdf",1008,"Digital",1,"Ciclo 1"
40338,"1528401705-_A_Sistema de apoio.pdf",1008,"Digital",1,"Ciclo 1"
40343,"1528401833-_A_Sistema de apoio.pdf",1008,"Digital",1,"Ciclo 1"
40356,"1528401720-_A_Sistema de apoio.pdf",1008,"Digital",1,"Ciclo 1"
40357,"1528401792-_A_Sistema de apoio.pdf",1008,"Digital",1,"Ciclo 1"
40411,"1528401355-_A_Sistema de apoio.pdf",1008,"Digital",1,"Ciclo 1"
40414,"1528401768-_A_Sistema de apoio.pdf",1008,"Digital",1,"Ciclo 1"
40419,"1528401086-_A_Sistema de apoio.pdf",1008,"Digital",1,"Ciclo 1"
40431,"1528401756-_A_Sistema de apoio.pdf",1008,"Digital",1,"Ciclo 1"
40435,"1528401270-_A_Sistema de apoio.pdf",1008,"Digital",1,"Ciclo 1"
40437,"1528401128-_A_Sistema de apoio.pdf",1008,"Digital",1,"Ciclo 1"
40455,"1528401744-_A_Sistema de apoio.pdf",1008,"Digital",1,"Ciclo 1"
40456,"1528401051-_A_Sistema de apoio.pdf",1008,"Digital",1,"Ciclo 1"
40461,"1528401258-_A_Sistema de apoio.pdf",1008,"Digital",1,"Ciclo 1"
40467,"1528401075-_A_Sistema de apoio.pdf",1008,"Digital",1,"Ciclo 1"
40474,"1528401036-_A_Sistema de apoio.pdf",1008,"Digital",1,"Ciclo 1"
40493,"1528379802-Comprovante CNPJ.pdf",1008,"Digital",1,"Ciclo 1"
41051,"1528222731-2.5.1Fluxo_de_Criac?a?o_de_Conteu?do_Mangahigh (2).pdf",1025,"Digital",1,"Ciclo 1"
41052,"1528375932-3. Tecnologia em ac?a?o - Data disclosure NDA.pdf",1025,"Digital",1,"Ciclo 1"
41053,"1527867323-2.1.3 Facilidade - AÇÃO E O FEEDBACK DA TECNOLOGIA.pdf",1025,"Digital",1,"Ciclo 1"
41054,"1528323174-2.3.2 Disponibilidade.pdf",1025,"Digital",1,"Ciclo 1"
41058,"1528365036-3.8.6.2 and 3.8.7.2 Metodologia.pdf",1025,"Digital",1,"Ciclo 1"
41060,"1528375899-3. Tecnologia em ac?a?o - Data disclosure NDA.pdf",1025,"Digital",1,"Ciclo 1"
41062,"1528367699-3.8.1.3 Explicitar - Matrizes.pdf",1025,"Digital",1,"Ciclo 1"
41063,"1528383683-5.2.1 texto em.pdf",1025,"Digital",1,"Ciclo 1"
41064,"1528394088-2.5.5 Testabilidade.pdf",1025,"Digital",1,"Ciclo 1"
