Cód. Critério,Cód. Evidência,Cód. Avaliador,Avaliação consolidadora?,Avaliação da Evidência,Evidência,Cód. Tecnologia,Tipo de Tecnologia,Cód. Ciclo,Ciclo,Cód. Item Edital,Critério,Dimensão
30,36845,203,S,A - Adequado,1527284376-evidencia_MEC_COEDE.pdf,941,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,38474,1423,N,A - Adequado,1527290061-Guia de Orientação Didática - Educação Especial - alinhamento BNCC.pdf,967,Física,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,59610,1662,N,A - Adequado,1532833763-4-2.1.1-completude.pdf,1924,Física,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,57043,1661,N,A - Adequado,1534294514-Guia_OM_EF2.pdf,1764,Física,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,37327,402,S,P - Parcialmente adequado,1527286601-guia_orientacoes_didaticas.pdf,943,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,67638,402,N,A - Adequado,1534546368-2.8 Evidencias Tecnologicas e Educacionais.pdf,2464,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,57043,434,N,A - Adequado,1534294514-Guia_OM_EF2.pdf,1764,Física,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,43580,203,S,P - Parcialmente adequado,1528367939-fhf_dragonlearn_211_atoreseducacionais_tecnologia.pdf,1107,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,56143,1661,N,A - Adequado,1532965336-Guia_OM_EF1.pdf,1684,Física,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,64928,228,N,A - Adequado,1534373960-Atestado - Projeto Costa Manso.pdf,2304,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,50708,1662,S,A - Adequado,1528417079-Guia de Orientações Didáticas.PDF,1346,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,62474,1662,N,A - Adequado,1534533288-4 - objetivos educacionais - EF1.pdf,2085,Física,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,66882,1721,S,I - Inadequado,1534528147-Atestado - Itapetininga.pdf,2444,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,50708,1441,N,A - Adequado,1528417079-Guia de Orientações Didáticas.PDF,1346,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,62474,434,N,P - Parcialmente adequado,1534533288-4 - objetivos educacionais - EF1.pdf,2085,Física,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,50052,402,N,P - Parcialmente adequado,1528405422-Parecer Colégio Agostiniano Mendel.pdf,1332,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,43580,236,N,P - Parcialmente adequado,1528367939-fhf_dragonlearn_211_atoreseducacionais_tecnologia.pdf,1107,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,49810,236,N,A - Adequado,1528406874-TEC_211_A.pdf,1331,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,37022,1423,N,A - Adequado,1527284649-Guia de Orientação Didática - Anos Iniciais - Alinhamento com a BNCC.pdf,942,Física,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,48265,1582,S,A - Adequado,1528422308-4.Crite?rios Tecnolo?gicos.pdf,1304,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,36845,236,N,A - Adequado,1527284376-evidencia_MEC_COEDE.pdf,941,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,49564,228,N,A - Adequado,1529070023-Guia de Orientações Didáticas - Programa Astromaker.pdf,1330,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,67638,1721,N,I - Inadequado,1534546368-2.8 Evidencias Tecnologicas e Educacionais.pdf,2464,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,64928,149,N,A - Adequado,1534373960-Atestado - Projeto Costa Manso.pdf,2304,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,44424,236,N,P - Parcialmente adequado,1528319089-Guia de orientação didática e navegação.pdf,1125,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,56143,434,N,A - Adequado,1532965336-Guia_OM_EF1.pdf,1684,Física,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,31854,142,N,I - Inadequado,1528414224-05 Critérios tecnológicos - Fator 2 1 1 Completude_a.pdf,844,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,31854,1582,S,I - Inadequado,1528414224-05 Critérios tecnológicos - Fator 2 1 1 Completude_a.pdf,844,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,59610,434,N,P - Parcialmente adequado,1532833763-4-2.1.1-completude.pdf,1924,Física,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,50052,142,N,P - Parcialmente adequado,1528405422-Parecer Colégio Agostiniano Mendel.pdf,1332,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,45479,981,N,A - Adequado,1528216854-COMPLETUDE.pdf,1184,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,68175,203,S,A - Adequado,1534555237-2-MAPEAMENTO ENTRE REQUISITOS EDUCACIONAIS E REQUISITOS FUNCIONAIS DA TECNOLOGIA.pdf,2484,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,64555,236,S,I - Inadequado,1534256551-2.1.1.pdf,2264,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,49564,434,N,P - Parcialmente adequado,1529070023-Guia de Orientações Didáticas - Programa Astromaker.pdf,1330,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,31854,228,N,A - Adequado,1528414224-05 Critérios tecnológicos - Fator 2 1 1 Completude_a.pdf,844,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,33640,1423,N,A - Adequado,1527272565-Guia de Orientação Didática - Educação Infantil - alinhamento BNCC.pdf,924,Física,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,44424,402,N,P - Parcialmente adequado,1528319089-Guia de orientação didática e navegação.pdf,1125,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,41219,149,N,P - Parcialmente adequado,1528313542-2.1.1 Completude - Funcionalidades.pdf,1025,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,51890,434,N,A - Adequado,1531932483-Arquivo 2 - Manual brink touch_baixa_pag 37-120.pdf,1384,Física,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,44424,1721,S,P - Parcialmente adequado,1528319089-Guia de orientação didática e navegação.pdf,1125,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,42552,441,N,A - Adequado,1527862323-Proposta Ilhas do Alfabeto.pdf,1085,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,64555,202,N,I - Inadequado,1534256551-2.1.1.pdf,2264,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,68175,228,N,A - Adequado,1534555237-2-MAPEAMENTO ENTRE REQUISITOS EDUCACIONAIS E REQUISITOS FUNCIONAIS DA TECNOLOGIA.pdf,2484,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,67638,236,N,A - Adequado,1534546368-2.8 Evidencias Tecnologicas e Educacionais.pdf,2464,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,36845,202,N,I - Inadequado,1527284376-evidencia_MEC_COEDE.pdf,941,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,28015,1582,N,A - Adequado,1528381741-T1 - Objetivo.pdf,684,Física,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,66882,1441,N,I - Inadequado,1534528147-Atestado - Itapetininga.pdf,2444,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,49564,981,N,I - Inadequado,1529070023-Guia de Orientações Didáticas - Programa Astromaker.pdf,1330,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,51890,981,N,I - Inadequado,1531932483-Arquivo 2 - Manual brink touch_baixa_pag 37-120.pdf,1384,Física,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,43038,434,S,A - Adequado,1527869802-Objetivos educacionais.pdf,1104,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,49564,1721,N,P - Parcialmente adequado,1529070023-Guia de Orientações Didáticas - Programa Astromaker.pdf,1330,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,59750,1662,N,A - Adequado,1534475832-4 - objetivos educacionais.pdf,1944,Física,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,66705,228,N,A - Adequado,1534518360-3. Guia de Orientação Didática.pdf,2426,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,49564,203,S,P - Parcialmente adequado,1529070023-Guia de Orientações Didáticas - Programa Astromaker.pdf,1330,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,45479,142,N,P - Parcialmente adequado,1528216854-COMPLETUDE.pdf,1184,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,64928,203,N,A - Adequado,1534373960-Atestado - Projeto Costa Manso.pdf,2304,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,66705,1582,N,A - Adequado,1534518360-3. Guia de Orientação Didática.pdf,2426,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,65208,1721,N,P - Parcialmente adequado,1534353714-Tabulação Avaliação 2017 - Usabilidade.pdf,2305,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,44835,1582,N,A - Adequado,1528228833-COMPLETUDE - Cobertura aos objetivos de aprendizagem.pdf,1164,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,26741,981,N,I - Inadequado,1526431624-Documento2.1.1.pdf,627,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,49810,203,S,A - Adequado,1528406874-TEC_211_A.pdf,1331,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,63317,1441,N,P - Parcialmente adequado,1534338888-CIBES Reflexões sobre a modelagem e criação de uma Rede Virtual de Leitores para.pdf,2164,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,41219,142,N,P - Parcialmente adequado,1528313542-2.1.1 Completude - Funcionalidades.pdf,1025,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,49810,1721,N,A - Adequado,1528406874-TEC_211_A.pdf,1331,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,45479,236,N,A - Adequado,1528216854-COMPLETUDE.pdf,1184,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,66705,981,N,I - Inadequado,1534518360-3. Guia de Orientação Didática.pdf,2426,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,66705,202,N,A - Adequado,1534518360-3. Guia de Orientação Didática.pdf,2426,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,66705,203,S,A - Adequado,1534518360-3. Guia de Orientação Didática.pdf,2426,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,41219,1721,N,P - Parcialmente adequado,1528313542-2.1.1 Completude - Funcionalidades.pdf,1025,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,52582,1661,N,A - Adequado,1534444624-Guia_OM_EM.pdf,1444,Física,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,42684,202,S,A - Adequado,1527866677-Cartilha Zero a quatro_v2.pdf,1086,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,52582,434,N,A - Adequado,1534444624-Guia_OM_EM.pdf,1444,Física,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,26741,1582,N,I - Inadequado,1526431624-Documento2.1.1.pdf,627,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,65208,434,N,P - Parcialmente adequado,1534353714-Tabulação Avaliação 2017 - Usabilidade.pdf,2305,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,48265,441,N,A - Adequado,1528422308-4.Crite?rios Tecnolo?gicos.pdf,1304,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,43038,228,N,A - Adequado,1527869802-Objetivos educacionais.pdf,1104,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,65208,441,N,I - Inadequado,1534353714-Tabulação Avaliação 2017 - Usabilidade.pdf,2305,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,42552,203,N,A - Adequado,1527862323-Proposta Ilhas do Alfabeto.pdf,1085,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,50052,1721,S,P - Parcialmente adequado,1528405422-Parecer Colégio Agostiniano Mendel.pdf,1332,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,42320,1721,S,P - Parcialmente adequado,1527857210-Proposta FLUI.pdf,1084,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,42320,1582,N,P - Parcialmente adequado,1527857210-Proposta FLUI.pdf,1084,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,68175,236,N,A - Adequado,1534555237-2-MAPEAMENTO ENTRE REQUISITOS EDUCACIONAIS E REQUISITOS FUNCIONAIS DA TECNOLOGIA.pdf,2484,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,63317,236,N,I - Inadequado,1534338888-CIBES Reflexões sobre a modelagem e criação de uma Rede Virtual de Leitores para.pdf,2164,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,45479,1662,S,A - Adequado,1528216854-COMPLETUDE.pdf,1184,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,65208,981,N,I - Inadequado,1534353714-Tabulação Avaliação 2017 - Usabilidade.pdf,2305,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,48265,203,N,A - Adequado,1528422308-4.Crite?rios Tecnolo?gicos.pdf,1304,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,50708,1582,N,P - Parcialmente adequado,1528417079-Guia de Orientações Didáticas.PDF,1346,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,41219,228,S,P - Parcialmente adequado,1528313542-2.1.1 Completude - Funcionalidades.pdf,1025,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,66882,202,N,I - Inadequado,1534528147-Atestado - Itapetininga.pdf,2444,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,49564,402,N,P - Parcialmente adequado,1529070023-Guia de Orientações Didáticas - Programa Astromaker.pdf,1330,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,42684,1582,N,A - Adequado,1527866677-Cartilha Zero a quatro_v2.pdf,1086,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,66705,1441,N,A - Adequado,1534518360-3. Guia de Orientação Didática.pdf,2426,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,50708,142,N,P - Parcialmente adequado,1528417079-Guia de Orientações Didáticas.PDF,1346,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,33430,142,N,I - Inadequado,1527284163-Declaração de indicação para objetivos pedagógicos e de aprendizagem.pdf,907,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,67638,434,S,A - Adequado,1534546368-2.8 Evidencias Tecnologicas e Educacionais.pdf,2464,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,44835,236,S,A - Adequado,1528228833-COMPLETUDE - Cobertura aos objetivos de aprendizagem.pdf,1164,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,64555,402,N,P - Parcialmente adequado,1534256551-2.1.1.pdf,2264,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,65208,236,S,I - Inadequado,1534353714-Tabulação Avaliação 2017 - Usabilidade.pdf,2305,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,42552,1721,S,A - Adequado,1527862323-Proposta Ilhas do Alfabeto.pdf,1085,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,33430,236,S,I - Inadequado,1527284163-Declaração de indicação para objetivos pedagógicos e de aprendizagem.pdf,907,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,59750,434,N,A - Adequado,1534475832-4 - objetivos educacionais.pdf,1944,Física,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,26741,1721,S,I - Inadequado,1526431624-Documento2.1.1.pdf,627,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,26741,202,N,P - Parcialmente adequado,1526431624-Documento2.1.1.pdf,627,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,43038,441,N,A - Adequado,1527869802-Objetivos educacionais.pdf,1104,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,42320,402,N,P - Parcialmente adequado,1527857210-Proposta FLUI.pdf,1084,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,50052,522,N,P - Parcialmente adequado,1528405422-Parecer Colégio Agostiniano Mendel.pdf,1332,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,42320,981,N,I - Inadequado,1527857210-Proposta FLUI.pdf,1084,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,37327,1582,N,P - Parcialmente adequado,1527286601-guia_orientacoes_didaticas.pdf,943,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,43580,202,N,P - Parcialmente adequado,1528367939-fhf_dragonlearn_211_atoreseducacionais_tecnologia.pdf,1107,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,44835,203,N,A - Adequado,1528228833-COMPLETUDE - Cobertura aos objetivos de aprendizagem.pdf,1164,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,42684,236,N,A - Adequado,1527866677-Cartilha Zero a quatro_v2.pdf,1086,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,37327,142,N,P - Parcialmente adequado,1527286601-guia_orientacoes_didaticas.pdf,943,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,33430,202,N,I - Inadequado,1527284163-Declaração de indicação para objetivos pedagógicos e de aprendizagem.pdf,907,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,42684,441,N,A - Adequado,1527866677-Cartilha Zero a quatro_v2.pdf,1086,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,64928,1441,S,A - Adequado,1534373960-Atestado - Projeto Costa Manso.pdf,2304,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
30,63317,1721,S,I - Inadequado,1534338888-CIBES Reflexões sobre a modelagem e criação de uma Rede Virtual de Leitores para.pdf,2164,Digital,1,Ciclo 1,2.1.1.a,Descrever se as funcionalidades da tecnologia cobr...,Tecnológica
31,29612,190,N,A - Adequado,1528415680-FR-AnosIniciais-Robotica-professor.pdf,748,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,67250,243,N,A - Adequado,1534529212-Fator 3.8.1.1a_Acurácia.pdf,2445,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,36786,981,N,A - Adequado,1527285083-Matematica_em_rede_com_multiplano.pdf,941,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,49264,981,S,A - Adequado,1528412348-._Fi-texto-fator-3.8.1.1-1-normapadrao.pdf,1328,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,64920,243,N,I - Inadequado,1534451959-05.Página criação de listas.pdf,2304,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,59565,1662,N,A - Adequado,1532920866-5- 3.8.1.1-declaração revisao de texto.pdf,1924,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,41207,1261,S,I - Inadequado,1528367080-3.8.1.1 - Apresentar.pdf,1025,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,36786,243,S,A - Adequado,1527285083-Matematica_em_rede_com_multiplano.pdf,941,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,51938,1662,N,A - Adequado,1531935803-Arquivo 13 - DECLARAÇÃO EDITORA.pdf,1384,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,67732,202,N,A - Adequado,1534547725-Evidências sobre conteudo.pdf,2464,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,59565,981,N,A - Adequado,1532920866-5- 3.8.1.1-declaração revisao de texto.pdf,1924,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,67732,489,S,A - Adequado,1534547725-Evidências sobre conteudo.pdf,2464,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,64920,107,S,I - Inadequado,1534451959-05.Página criação de listas.pdf,2304,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,32033,202,S,I - Inadequado,1527100252-guia_conecturma_offline.pdf,864,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,33584,190,N,A - Adequado,1527275312-Revisão Ortográfica.pdf,924,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,36786,489,N,I - Inadequado,1527285083-Matematica_em_rede_com_multiplano.pdf,941,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,49264,492,N,A - Adequado,1528412348-._Fi-texto-fator-3.8.1.1-1-normapadrao.pdf,1328,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,32033,231,N,I - Inadequado,1527100252-guia_conecturma_offline.pdf,864,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,48090,981,S,A - Adequado,1528376399-Evidência 42.pdf,1284,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,49264,254,N,A - Adequado,1528412348-._Fi-texto-fator-3.8.1.1-1-normapadrao.pdf,1328,Digital,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,51938,1681,N,A - Adequado,1531935803-Arquivo 13 - DECLARAÇÃO EDITORA.pdf,1384,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,37508,981,N,A - Adequado,1527292668-Pagina catalográfica.pdf,944,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
31,37508,1424,N,P - Parcialmente adequado,1527292668-Pagina catalográfica.pdf,944,Física,1,Ciclo 1,3.8.1.1.a,Apresentar se o texto escrito ou oral que apresent...,Educacional
