Cód. Critério,Cód. Evidência,Cód. Avaliador,Avaliação consolidadora?,Avaliação da Evidência,Evidência,Cód. Tecnologia,Tipo de Tecnologia,Cód. Ciclo,Ciclo,Cód. Item Edital,Critério,Dimensão
210,45002,107,N,A - Adequado,1528396199-APRENDIZAGEM ESTUDANTIL  COM ENVOLVIMENTO DE FAMILIARES E DA COMUNIDADE.pdf,1164,Digital,1,Ciclo 1,4.7.1.c,Aprendizagem estudantil com envolvimento de famili...,Educacional
210,94935,2982,N,I - Inadequado,1544203187-ensino aprendizagem LITERARTE evidencias revisadas.pdf,3324,Digital,1,Ciclo 1,4.7.1.c,Aprendizagem estudantil com envolvimento de famili...,Educacional
210,37348,188,S,P - Parcialmente adequado,1527288155-guia_orientacoes_didaticas.pdf,943,Digital,1,Ciclo 1,4.7.1.c,Aprendizagem estudantil com envolvimento de famili...,Educacional
210,49899,107,N,A - Adequado,1528403713-PRO5.pdf,1331,Digital,1,Ciclo 1,4.7.1.c,Aprendizagem estudantil com envolvimento de famili...,Educacional
210,37348,107,N,I - Inadequado,1527288155-guia_orientacoes_didaticas.pdf,943,Digital,1,Ciclo 1,4.7.1.c,Aprendizagem estudantil com envolvimento de famili...,Educacional
210,44550,231,N,I - Inadequado,1528337722-Guia de orientação didática e navegação.pdf,1125,Digital,1,Ciclo 1,4.7.1.c,Aprendizagem estudantil com envolvimento de famili...,Educacional
210,45002,489,N,I - Inadequado,1528396199-APRENDIZAGEM ESTUDANTIL  COM ENVOLVIMENTO DE FAMILIARES E DA COMUNIDADE.pdf,1164,Digital,1,Ciclo 1,4.7.1.c,Aprendizagem estudantil com envolvimento de famili...,Educacional
210,50860,190,N,A - Adequado,1528420504-Guia de Orientações Didáticas.PDF,1346,Digital,1,Ciclo 1,4.7.1.c,Aprendizagem estudantil com envolvimento de famili...,Educacional
210,50860,243,S,I - Inadequado,1528420504-Guia de Orientações Didáticas.PDF,1346,Digital,1,Ciclo 1,4.7.1.c,Aprendizagem estudantil com envolvimento de famili...,Educacional
211,33436,522,N,A - Adequado,1528409188-Escribo Play Acessibilidade.pdf,907,Digital,1,Ciclo 1,5.3.7.a,Requer ações simultâneas do usuário para o acionam...,Acessibilidade
211,33436,1583,S,A - Adequado,1528409188-Escribo Play Acessibilidade.pdf,907,Digital,1,Ciclo 1,5.3.7.a,Requer ações simultâneas do usuário para o acionam...,Acessibilidade
211,33436,1246,N,A - Adequado,1528409188-Escribo Play Acessibilidade.pdf,907,Digital,1,Ciclo 1,5.3.7.a,Requer ações simultâneas do usuário para o acionam...,Acessibilidade
211,33436,1246,S,A - Adequado,1528409188-Escribo Play Acessibilidade.pdf,907,Digital,1,Ciclo 1,5.3.7.a,Requer ações simultâneas do usuário para o acionam...,Acessibilidade
211,28020,1583,N,A - Adequado,1528137538-A72 - Ações simultâneas.pdf,684,Física,1,Ciclo 1,5.3.7.a,Requer ações simultâneas do usuário para o acionam...,Acessibilidade
212,50095,254,N,I - Inadequado,1528409428-Guia de Orientações Didáticas Aprimora.pdf,1332,Digital,1,Ciclo 1,4.7.1.b,Aprendizagem coletiva e compartilhada com a comuni...,Educacional
212,37351,107,N,I - Inadequado,1527288167-guia_orientacoes_didaticas.pdf,943,Digital,1,Ciclo 1,4.7.1.b,Aprendizagem coletiva e compartilhada com a comuni...,Educacional
212,50864,243,S,I - Inadequado,1528420454-Guia de Orientações Didáticas.PDF,1346,Digital,1,Ciclo 1,4.7.1.b,Aprendizagem coletiva e compartilhada com a comuni...,Educacional
212,50095,243,S,I - Inadequado,1528409428-Guia de Orientações Didáticas Aprimora.pdf,1332,Digital,1,Ciclo 1,4.7.1.b,Aprendizagem coletiva e compartilhada com a comuni...,Educacional
212,44551,1681,S,I - Inadequado,1528337852-Guia de orientação didática e navegação.pdf,1125,Digital,1,Ciclo 1,4.7.1.b,Aprendizagem coletiva e compartilhada com a comuni...,Educacional
212,50095,981,N,I - Inadequado,1528409428-Guia de Orientações Didáticas Aprimora.pdf,1332,Digital,1,Ciclo 1,4.7.1.b,Aprendizagem coletiva e compartilhada com a comuni...,Educacional
212,50095,190,N,A - Adequado,1528409428-Guia de Orientações Didáticas Aprimora.pdf,1332,Digital,1,Ciclo 1,4.7.1.b,Aprendizagem coletiva e compartilhada com a comuni...,Educacional
212,45005,188,N,I - Inadequado,"1528397048-APRENDIZAGEM COLETIVA E COMPARTILHADA COM A COMUNIDADE LOCAL POR MEIO DA PROBLEMATIZAC?A?O, INTERVENC?A?O DA REALIDADE  E BUSCA DE SOLUC?A?O.pdf",1164,Digital,1,Ciclo 1,4.7.1.b,Aprendizagem coletiva e compartilhada com a comuni...,Educacional
212,44551,243,N,I - Inadequado,1528337852-Guia de orientação didática e navegação.pdf,1125,Digital,1,Ciclo 1,4.7.1.b,Aprendizagem coletiva e compartilhada com a comuni...,Educacional
212,94937,2982,N,I - Inadequado,1544203193-ensino aprendizagem LITERARTE evidencias revisadas.pdf,3324,Digital,1,Ciclo 1,4.7.1.b,Aprendizagem coletiva e compartilhada com a comuni...,Educacional
212,37351,243,N,I - Inadequado,1527288167-guia_orientacoes_didaticas.pdf,943,Digital,1,Ciclo 1,4.7.1.b,Aprendizagem coletiva e compartilhada com a comuni...,Educacional
212,49901,1261,S,A - Adequado,1528403725-PRO6.pdf,1331,Digital,1,Ciclo 1,4.7.1.b,Aprendizagem coletiva e compartilhada com a comuni...,Educacional
212,45005,107,N,I - Inadequado,"1528397048-APRENDIZAGEM COLETIVA E COMPARTILHADA COM A COMUNIDADE LOCAL POR MEIO DA PROBLEMATIZAC?A?O, INTERVENC?A?O DA REALIDADE  E BUSCA DE SOLUC?A?O.pdf",1164,Digital,1,Ciclo 1,4.7.1.b,Aprendizagem coletiva e compartilhada com a comuni...,Educacional
212,37351,188,S,I - Inadequado,1527288167-guia_orientacoes_didaticas.pdf,943,Digital,1,Ciclo 1,4.7.1.b,Aprendizagem coletiva e compartilhada com a comuni...,Educacional
212,45005,489,N,I - Inadequado,"1528397048-APRENDIZAGEM COLETIVA E COMPARTILHADA COM A COMUNIDADE LOCAL POR MEIO DA PROBLEMATIZAC?A?O, INTERVENC?A?O DA REALIDADE  E BUSCA DE SOLUC?A?O.pdf",1164,Digital,1,Ciclo 1,4.7.1.b,Aprendizagem coletiva e compartilhada com a comuni...,Educacional
212,49901,107,N,A - Adequado,1528403725-PRO6.pdf,1331,Digital,1,Ciclo 1,4.7.1.b,Aprendizagem coletiva e compartilhada com a comuni...,Educacional
212,50864,190,N,A - Adequado,1528420454-Guia de Orientações Didáticas.PDF,1346,Digital,1,Ciclo 1,4.7.1.b,Aprendizagem coletiva e compartilhada com a comuni...,Educacional
212,44551,231,N,I - Inadequado,1528337852-Guia de orientação didática e navegação.pdf,1125,Digital,1,Ciclo 1,4.7.1.b,Aprendizagem coletiva e compartilhada com a comuni...,Educacional
212,45005,243,S,I - Inadequado,"1528397048-APRENDIZAGEM COLETIVA E COMPARTILHADA COM A COMUNIDADE LOCAL POR MEIO DA PROBLEMATIZAC?A?O, INTERVENC?A?O DA REALIDADE  E BUSCA DE SOLUC?A?O.pdf",1164,Digital,1,Ciclo 1,4.7.1.b,Aprendizagem coletiva e compartilhada com a comuni...,Educacional
212,49901,1023,N,A - Adequado,1528403725-PRO6.pdf,1331,Digital,1,Ciclo 1,4.7.1.b,Aprendizagem coletiva e compartilhada com a comuni...,Educacional
212,50864,981,N,I - Inadequado,1528420454-Guia de Orientações Didáticas.PDF,1346,Digital,1,Ciclo 1,4.7.1.b,Aprendizagem coletiva e compartilhada com a comuni...,Educacional
213,64901,1225,N,I - Inadequado,1534453994-05.Página criação de listas.pdf,2304,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,55281,1226,S,I - Inadequado,1530917044-Relatório de Evidências - Educandus Portal Português - Entrelinhas - Acessibilidade Final.pdf,1644,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,55281,250,N,I - Inadequado,1530917044-Relatório de Evidências - Educandus Portal Português - Entrelinhas - Acessibilidade Final.pdf,1644,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,32029,423,S,A - Adequado,1527107675-guia_conecturma_offline.pdf,864,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,64901,242,N,A - Adequado,1534453994-05.Página criação de listas.pdf,2304,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,45658,1042,N,P - Parcialmente adequado,1528373056-Relatório de Evidências - Portal Educandus - Acessibilidade.pdf,1204,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,44985,1226,S,A - Adequado,1528407501-TEXTO EM PORTUGUE?S (1).pdf,1164,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,55100,962,S,A - Adequado,1530916083-Relatório de Evidências - Educandus Portal Português - Entrelinhas - Acessibilidade Final.pdf,1625,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,41203,962,N,A - Adequado,1528385097-5.4.1 simple language.pdf,1025,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,45658,661,S,A - Adequado,1528373056-Relatório de Evidências - Portal Educandus - Acessibilidade.pdf,1204,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,46714,1225,N,P - Parcialmente adequado,1528370872-Relatório de Evidências - Portal Educandus - Acessibilidade.pdf,1209,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,64901,661,S,A - Adequado,1534453994-05.Página criação de listas.pdf,2304,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,45658,435,N,A - Adequado,1528373056-Relatório de Evidências - Portal Educandus - Acessibilidade.pdf,1204,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,33497,1246,S,A - Adequado,1528409181-Escribo Play Acessibilidade.pdf,907,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,49643,522,N,A - Adequado,1534544627-1529067209-1528834321379_GE_Fund1_3ano_Aviao_.pdf,1330,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,55281,721,N,A - Adequado,1530917044-Relatório de Evidências - Educandus Portal Português - Entrelinhas - Acessibilidade Final.pdf,1644,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,55604,1146,N,P - Parcialmente adequado,1530877974-Relatório de Evidências - Educandus E-tracker  - Acessibilidade Final.pdf,1645,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,32029,603,N,P - Parcialmente adequado,1527107675-guia_conecturma_offline.pdf,864,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,58162,1225,N,A - Adequado,1534512744-Acessibilidade_videos.pdf,1864,Física,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,49643,962,S,A - Adequado,1534544627-1529067209-1528834321379_GE_Fund1_3ano_Aviao_.pdf,1330,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,51943,1225,N,P - Parcialmente adequado,1534508093-likns para vídeos -  mesa.pdf,1384,Física,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,44985,1246,N,A - Adequado,1528407501-TEXTO EM PORTUGUE?S (1).pdf,1164,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,49643,254,N,A - Adequado,1534544627-1529067209-1528834321379_GE_Fund1_3ano_Aviao_.pdf,1330,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,41203,1246,S,A - Adequado,1528385097-5.4.1 simple language.pdf,1025,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,55100,1146,N,A - Adequado,1530916083-Relatório de Evidências - Educandus Portal Português - Entrelinhas - Acessibilidade Final.pdf,1625,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,33497,522,N,A - Adequado,1528409181-Escribo Play Acessibilidade.pdf,907,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,30441,1246,N,A - Adequado,1530212393-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf,785,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,46377,1146,N,P - Parcialmente adequado,1528374053-Relatório de Evidências - Portal Educandus - Acessibilidade.pdf,1207,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,46714,1226,S,P - Parcialmente adequado,1528370872-Relatório de Evidências - Portal Educandus - Acessibilidade.pdf,1209,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,66567,1246,N,P - Parcialmente adequado,1534526938-Relatório de Evidências - Educandus Literarte  - Acessibilidade Final.pdf,2425,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,30441,661,N,A - Adequado,1530212393-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf,785,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,49643,1583,N,A - Adequado,1534544627-1529067209-1528834321379_GE_Fund1_3ano_Aviao_.pdf,1330,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,32029,721,N,A - Adequado,1527107675-guia_conecturma_offline.pdf,864,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,58162,962,N,A - Adequado,1534512744-Acessibilidade_videos.pdf,1864,Física,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,55604,661,S,A - Adequado,1530877974-Relatório de Evidências - Educandus E-tracker  - Acessibilidade Final.pdf,1645,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,66567,721,N,A - Adequado,1534526938-Relatório de Evidências - Educandus Literarte  - Acessibilidade Final.pdf,2425,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,55100,1226,N,P - Parcialmente adequado,1530916083-Relatório de Evidências - Educandus Portal Português - Entrelinhas - Acessibilidade Final.pdf,1625,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,54904,242,N,A - Adequado,1530918213-Relatório de Evidências - Educandus Portal Português - Entrelinhas - Acessibilidade Final.pdf,1624,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,49643,410,N,A - Adequado,1534544627-1529067209-1528834321379_GE_Fund1_3ano_Aviao_.pdf,1330,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,27989,1583,N,A - Adequado,1528137640-A73 - Exemplo de português claro.pdf,684,Física,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,33497,1583,S,A - Adequado,1528409181-Escribo Play Acessibilidade.pdf,907,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,46377,1042,N,P - Parcialmente adequado,1528374053-Relatório de Evidências - Portal Educandus - Acessibilidade.pdf,1207,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,66567,1226,S,P - Parcialmente adequado,1534526938-Relatório de Evidências - Educandus Literarte  - Acessibilidade Final.pdf,2425,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,41203,522,N,A - Adequado,1528385097-5.4.1 simple language.pdf,1025,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,55604,721,N,A - Adequado,1530877974-Relatório de Evidências - Educandus E-tracker  - Acessibilidade Final.pdf,1645,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,54904,435,N,A - Adequado,1530918213-Relatório de Evidências - Educandus Portal Português - Entrelinhas - Acessibilidade Final.pdf,1624,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,51943,962,N,A - Adequado,1534508093-likns para vídeos -  mesa.pdf,1384,Física,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,44985,439,N,A - Adequado,1528407501-TEXTO EM PORTUGUE?S (1).pdf,1164,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,33497,1246,N,A - Adequado,1528409181-Escribo Play Acessibilidade.pdf,907,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,30441,1583,S,A - Adequado,1530212393-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf,785,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,46377,1226,S,P - Parcialmente adequado,1528374053-Relatório de Evidências - Portal Educandus - Acessibilidade.pdf,1207,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,54904,1442,S,A - Adequado,1530918213-Relatório de Evidências - Educandus Portal Português - Entrelinhas - Acessibilidade Final.pdf,1624,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,46714,242,N,A - Adequado,1528370872-Relatório de Evidências - Portal Educandus - Acessibilidade.pdf,1209,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
213,46714,1583,N,A - Adequado,1528370872-Relatório de Evidências - Portal Educandus - Acessibilidade.pdf,1209,Digital,1,Ciclo 1,5.4.1.a,"Apresentar uma linguagem simples e objetiva, de pr...",Acessibilidade
214,45794,661,S,P - Parcialmente adequado,1528373060-Relatório de Evidências - Portal Educandus - Acessibilidade.pdf,1204,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,45794,435,N,A - Adequado,1528373060-Relatório de Evidências - Portal Educandus - Acessibilidade.pdf,1204,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,66583,1246,N,P - Parcialmente adequado,1534526967-Relatório de Evidências - Educandus Literarte  - Acessibilidade Final.pdf,2425,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,49543,1583,N,P - Parcialmente adequado,1534545091-1528987523-3.8.4.1 - Atualidade.pdf,1330,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,41171,522,N,A - Adequado,1528385499-5.4.2 sematic representation.pdf,1025,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,27929,1583,N,A - Adequado,1528137825-A74 - Representação Semântica.pdf,684,Física,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,49543,522,N,A - Adequado,1534545091-1528987523-3.8.4.1 - Atualidade.pdf,1330,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,55087,1226,N,P - Parcialmente adequado,1530916110-Relatório de Evidências - Educandus Portal Português - Entrelinhas - Acessibilidade Final.pdf,1625,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,46668,1225,N,I - Inadequado,1528370884-Relatório de Evidências - Portal Educandus - Acessibilidade.pdf,1209,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,49543,410,N,A - Adequado,1534545091-1528987523-3.8.4.1 - Atualidade.pdf,1330,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,54965,242,N,A - Adequado,1530918227-Relatório de Evidências - Educandus Portal Português - Entrelinhas - Acessibilidade Final.pdf,1624,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,45476,1146,N,A - Adequado,1528421089-CONUNTO DE CARACTERISTICAS OPERAVEL.pdf,1184,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,46668,1583,N,I - Inadequado,1528370884-Relatório de Evidências - Portal Educandus - Acessibilidade.pdf,1209,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,46668,1226,S,A - Adequado,1528370884-Relatório de Evidências - Portal Educandus - Acessibilidade.pdf,1209,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,41171,962,N,A - Adequado,1528385499-5.4.2 sematic representation.pdf,1025,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,33424,1246,S,A - Adequado,1528409189-Escribo Play Acessibilidade.pdf,907,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,45794,1042,N,P - Parcialmente adequado,1528373060-Relatório de Evidências - Portal Educandus - Acessibilidade.pdf,1204,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,55583,661,S,P - Parcialmente adequado,1530878011-Relatório de Evidências - Educandus E-tracker  - Acessibilidade Final.pdf,1645,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,41171,1246,S,A - Adequado,1528385499-5.4.2 sematic representation.pdf,1025,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,55087,962,S,A - Adequado,1530916110-Relatório de Evidências - Educandus Portal Português - Entrelinhas - Acessibilidade Final.pdf,1625,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,33424,1583,S,A - Adequado,1528409189-Escribo Play Acessibilidade.pdf,907,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,66583,1226,S,P - Parcialmente adequado,1534526967-Relatório de Evidências - Educandus Literarte  - Acessibilidade Final.pdf,2425,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,49543,962,S,A - Adequado,1534545091-1528987523-3.8.4.1 - Atualidade.pdf,1330,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,45476,435,N,A - Adequado,1528421089-CONUNTO DE CARACTERISTICAS OPERAVEL.pdf,1184,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,55451,721,N,A - Adequado,1530917064-Relatório de Evidências - Educandus Portal Português - Entrelinhas - Acessibilidade Final.pdf,1644,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,55087,1146,N,A - Adequado,1530916110-Relatório de Evidências - Educandus Portal Português - Entrelinhas - Acessibilidade Final.pdf,1625,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,52001,1225,N,P - Parcialmente adequado,1534508103-likns para vídeos -  mesa.pdf,1384,Física,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,45476,1583,N,A - Adequado,1528421089-CONUNTO DE CARACTERISTICAS OPERAVEL.pdf,1184,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,66583,721,N,A - Adequado,1534526967-Relatório de Evidências - Educandus Literarte  - Acessibilidade Final.pdf,2425,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,45476,1226,S,A - Adequado,1528421089-CONUNTO DE CARACTERISTICAS OPERAVEL.pdf,1184,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,49543,254,N,A - Adequado,1534545091-1528987523-3.8.4.1 - Atualidade.pdf,1330,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,55583,721,N,A - Adequado,1530878011-Relatório de Evidências - Educandus E-tracker  - Acessibilidade Final.pdf,1645,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,36840,1246,N,A - Adequado,1527291925-evidencia_MEC_COEDE.pdf,941,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,32044,603,N,P - Parcialmente adequado,1527107688-guia_conecturma_offline.pdf,864,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,32044,423,S,A - Adequado,1527107688-guia_conecturma_offline.pdf,864,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,55583,1146,N,P - Parcialmente adequado,1530878011-Relatório de Evidências - Educandus E-tracker  - Acessibilidade Final.pdf,1645,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,55451,250,N,I - Inadequado,1530917064-Relatório de Evidências - Educandus Portal Português - Entrelinhas - Acessibilidade Final.pdf,1644,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,30391,661,N,P - Parcialmente adequado,1530212401-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf,785,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,46300,1226,S,P - Parcialmente adequado,1528374068-Relatório de Evidências - Portal Educandus - Acessibilidade.pdf,1207,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,30391,1246,N,A - Adequado,1530212401-Relatório de Evidências - Educandus Portal Infantil - Acessibilidade Final.pdf,785,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,33424,522,N,A - Adequado,1528409189-Escribo Play Acessibilidade.pdf,907,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
214,54965,1442,S,A - Adequado,1530918227-Relatório de Evidências - Educandus Portal Português - Entrelinhas - Acessibilidade Final.pdf,1624,Digital,1,Ciclo 1,5.4.2.a,As informações visuais que apresenta funcionam com...,Acessibilidade
